360	0.00012990000	0.000003917000	0.000606100
361	0.00014584700	0.000004393581	0.0006808792
362	0.00016380210	0.000004929604	0.0007651456
363	0.00018400370	0.000005532136	0.0008600124
364	0.00020669020	0.000006208245	0.0009665928
365	0.00023210000	0.000006965000	0.001086000
366	0.00026072800	0.000007813219	0.001220586
367	0.00029307500	0.000008767336	0.001372729
368	0.00032938800	0.000009839844	0.001543579
369	0.00036991400	0.00001104323	0.001734286
370	0.00041490000	0.00001239000	0.001946000
371	0.00046415870	0.00001388641	0.002177777
372	0.00051898600	0.00001555728	0.002435809
373	0.00058185400	0.00001744296	0.002731953
374	0.00065523470	0.00001958375	0.003078064
375	0.00074160000	0.00002202000	0.003486000
376	0.00084502960	0.00002483965	0.003975227
377	0.00096452680	0.00002804126	0.004540880
378	0.00109494900	0.00003153104	0.005158320
379	0.00123115400	0.00003521521	0.005802907
380	0.00136800000	0.00003900000	0.006450001
381	0.00150205000	0.00004282640	0.007083216
382	0.00164232800	0.00004691460	0.007745488
383	0.00180238200	0.00005158960	0.008501152
384	0.00199575700	0.00005717640	0.009414544
385	0.00223600000	0.00006400000	0.01054999
386	0.00253538500	0.00007234421	0.01196580
387	0.00289260300	0.00008221224	0.01365587
388	0.00330082900	0.00009350816	0.01558805
389	0.00375323600	0.00010613610	0.01773015
390	0.00424300000	0.00012000000	0.02005001
391	0.00476238900	0.00013498400	0.02251136
392	0.00533004800	0.00015149200	0.02520288
393	0.00597871200	0.00017020800	0.02827972
394	0.00674111700	0.00019181600	0.03189704
395	0.00765000000	0.00021700000	0.03621000
396	0.00875137300	0.00024690670	0.04143771
397	0.01002888000	0.00028124000	0.04750372
398	0.01142170000	0.00031852000	0.05411988
399	0.01286901000	0.00035726670	0.06099803
400	0.01431000000	0.00039600000	0.06785001
401	0.01570443000	0.00043371470	0.07448632
402	0.01714744000	0.00047302400	0.08136156
403	0.01878122000	0.00051787600	0.08915364
404	0.02074801000	0.00057221870	0.09854048
